code_switched,arabic,english
طيب انت جربت قبل كده و أنت بتتكلم مع حد تتكلم بال+English و تعمل نفسك فاهم علشان بس تمشي الدنيا و أنت أصلا مش فاهم ال+topic اللي بتتكلم فيه,طيب انت جربت قبل كده و أنت بتتكلم مع حد تتكلم بالإنجليزي و تعمل نفسك فاهم علشان بس تمشي الدنيا و أنت أصلا مش فاهم الموضوع اللي بتتكلم فيه,"Okay, have you tried before talking with someone in English and acting like you can understand him just to keep on track but originally you don't understand the topic?"
"Okay طيب تقدر تعيش من غير mobile, و ليه؟","تمام طيب تقدر تعيش من غير موبايل, و ليه؟","Okay, can you live without mobile? And why?"
طيب ممكن تختار حاجة و تقنعنا بيها ده أخر سؤال,طيب ممكن تختار حاجة و تقنعنا بيها ده أخر سؤال,"Well, can you choose something and convince us of it? This the last question"
عقبالنا يا رب,عقبالنا يا رب,"We too, God"
طيب، ممكن تحكيانا عن يومك بيبتدي أزاى، أيه ال+daily*routine بتاعك؟,طيب، ممكن تحكيانا عن يومك بيبتدي أزاى، أيه الروتين اليومي بتاعك؟,"Well, can you tell us about how your day begins? What is your daily routine?"
Okay طيب، ممكن تحكيلنا عن المسلسل اللي بتتفرج عليه ده، قصته أيه أو لو عايز تحكيلنا عن قصة فيلم أتفرجت عليه و أثر فيك، فرق معاك,تمام طيب، ممكن تحكيلنا عن المسلسل اللي بتتفرج عليه ده، قصته أيه أو لو عايز تحكيلنا عن قصة فيلم أتفرجت عليه و أثر فيك، فرق معاك,"Okay, can you tell us about the series that you are watching, its story, or if you want to tell us about the story of a movie that you watched and affected you?"
طيب، أنت بتحب تسمع اغاني؟,طيب، أنت بتحب تسمع اغاني؟,"Well, do you like listening to songs?"
طيب ممكن تقولنا بتحب تسمع عربي و لا English و لو في مثلا أغنية معينة بتحب تسمعها أو مغني معين بتحبه؟,طيب ممكن تقولنا بتحب تسمع عربي و لا إنجليزي و لو في مثلا أغنية معينة بتحب تسمعها أو مغني معين بتحبه؟,"Okay, do you like listening to Arabic or English songs? and can you tell us if you have a favorite song or a singer you like listening to?"
Okay طيب، بتحب تقرا,تمام طيب، بتحب تقرا,"Okay, okay do you like reading?"
طيب ممكن تحكيلنا بتعمل أيه في ال+crossfit؟,طيب ممكن تحكيلنا بتعمل أيه في الكروسفيت؟,Okay can you tell us what do you do in the crossfit?
طيب، ممكن تقولنا أنت أيه ال+dream*job بتاعتك، نفسك تشتغل أيه لما تكبر,طيب، ممكن تقولنا أنت أيه وظيفة الأحلام بتاعتك، نفسك تشتغل أيه لما تكبر,"Can you tell us what's your dream job, what would you like to work when you grow up?"
Okay طيب، أخدت أي steps علشان تمشي في الحلم ده او ان انت الطريق ده يعني عايز توصلله؟,تمام طيب، أخدت أي خطوات علشان تمشي في الحلم ده او ان انت الطريق ده يعني عايز توصلله؟,"Okay, did you take any steps to achieve this dream or how would reach it out?"
طيب، أنت قلتلنا كنت بتشتغل part .. انت دلوقت بتشتغل part-time,طيب، أنت قلتلنا كنت بتشتغل جزئي .. انت دلوقت بتشتغل بدوام جزئي,"Okay, you mentioned that you worked part .. are you part-time now?"
أنت في رأيك الحياة و أنت بتشتغل أحسن ك+working life ولا حياتك و أنت student أحلى؟,أنت في رأيك الحياة و أنت بتشتغل أحسن كحياة مهنية ولا حياتك و أنت طالب أحلى؟,In your opinion life is much better as a working life or as a student life?
طيب ممكن تحكيلنا عن لحظة في حياتك حسيت أنه دي turning point؟,طيب ممكن تحكيلنا عن لحظة في حياتك حسيت أنه دي نقطة تحول؟,Okay can you tell us about a moment when you feel that it was a turning point?
طيب حسيت أنه ده غير في شخصيتك لما أخدت القرار ده؟,طيب حسيت أنه ده غير في شخصيتك لما أخدت القرار ده؟,Okay did you feel that it changed your personality when you took this decision?
Okay، طيب في سؤال بيقول would you rather be liked or respected، تختار أنهي و ليه؟,تمام، طيب في سؤال بيقول تفضل أنك تكون محبوب و لا أن الناس تحترمك، تختار أنهي و ليه؟,"Okay there is a question would you rather be liked or respected, which one do you choose and why?"
Okay طيب أنت في الجامعة بتحب تشتغل in teams لوحدك ولا و ليه، على اي project?,تمام طيب أنت في الجامعة بتحب تشتغل في فريق لوحدك ولا و ليه، على اي مشروع?,"Okay okay when you were at college did you like to work in teams or individually on any project, and why?"
طيب، أنت عندك حد مثلك الأعلى في .. سواء في دراستك، في حياتك، مثلا في التمثيل اللي أنت عايز توصلله، في حد role model ليك؟,طيب، أنت عندك حد مثلك الأعلى في .. سواء في دراستك، في حياتك، مثلا في التمثيل اللي أنت عايز توصلله، في حد مثل أعلى ليك؟,"Okay, do you have any role model in .. whether in study, or in your life in general, for example for the acting that you want to reach, do you have any role model?"
طب، ممكن تحكيلنا كل يوم الصبح بتصحى تعمل ايه؟ أيه ال+daily*routine بتاعك؟,طب، ممكن تحكيلنا كل يوم الصبح بتصحى تعمل ايه؟ أيه الروتين اليومي بتاعك؟,"Okay, can you tell us what do you do when you get up every morning? what's your daily routine?"
طيب، بيبقى عندك plans معينة بتحب يعني تطبقها في ال+weekends؟ مثلا هوايات معينة بتحب تمارسها,طيب، بيبقى عندك خطط معينة بتحب يعني تطبقها في الأجازات الأسبوعية؟ مثلا هوايات معينة بتحب تمارسها,"Okay, do you have certain plans on the weekends? for example certain hobbies that you like to practice?"
Okay، طيب، أنت بتحب تقرا,تمام، طيب، أنت بتحب تقرا,"Okay, okay do you like reading?"
طيب، ممكن تقولنا بتحب تقرا بالعربي و لا بال+English و لو في مثلا كتاب فرق معاك، لو في مثلا منه quote أنت بتحب تطبقها في حياتك؟,طيب، ممكن تقولنا بتحب تقرا بالعربي و لا بالإنجليزي و لو في مثلا كتاب فرق معاك، لو في مثلا منه مقولة أنت بتحب تطبقها في حياتك؟,"Okay, can you tell us do you like reading in Arabic or in English and if there is a book that has an impact on you for example if there is a quote you get from it that you like applying in your life?"
Okay طيب، أنت بتحب تسمع أغانى,تمام طيب، أنت بتحب تسمع أغانى,"Okay okay, do you like listening to songs?"
طيب، بتحب تسمع برضه بالعربي و لا بال+English و مين أكتر حد بتحب تسمعله؟,طيب، بتحب تسمع برضه بالعربي و لا بالإنجليزي و مين أكتر حد بتحب تسمعله؟,"Okay, do you like listening to Arabic or English songs and who is the singer do you like listening to the most?"
